CountryOrTerritory	ReportingYear	UpdateTime	StationLocalId	SamplingPointLocalId	SamplingPoint_Latitude	SamplingPoint_Longitude	Pollutant	AggregationType	Namespace	Unit	BeginPosition	EndPosition	Validity	Verification	DataCoverage	DataCapture	TimeCoverage	AQValue
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_SKLS	SPO.CZ_SKLS0_Cd_346625	50.1674118	14.10604763	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	49.18032787	100	49.18032787	0.156
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_TOPR	SPO.CZ_TOPR0_Cd_151098	49.85625839	18.26974106	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	50	100	50	1.89999999
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_TOPR	SPO.CZ_TOPR0_Cd_151098	49.85625839	18.26974106	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	50	100	50	0.264
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_SKLS	SPO.CZ_SKLS0_Cd_346625	50.1674118	14.10604763	Benzo(a)pyrene in PM10 (aerosol)	1 year hour min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Not verified	0	0	0	0
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_EPAU	SPO.CZ_EPAU0_Cd_151005	50.02403641	15.76354885	Benzo(a)pyrene in PM10 (aerosol)	1 year hour min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Not verified	0	0	0	0
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_HHKS	SPO.CZ_HHKS0_Cd_1424749	50.21170044	15.8141489	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	91.80327869	100	91.80327869	0.205416
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_LLIL	SPO.CZ_LLIL0_Cd_1368768	50.75510025	15.06996727	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 percentile	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Not verified	0	0	0	0
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_PPLX	SPO.CZ_PPLX0_Cd_151129	49.73244476	13.40231323	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 percentile	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Not verified	0	0	0	0
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_CCBA	SPO.CZ_CCBA0_Cd_348199	48.95190048	14.46991634	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 percentile	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Not verified	0	0	0	0
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_JJIH	SPO.CZ_JJIH0_Cd_1006400	49.40159607	15.6102457	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 percentile	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Not verified	0	0	0	0
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_UDOK	SPO.CZ_UDOK0_Cd_1393540	50.45885468	14.1701622	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	49.72677596	100	49.72677596	0.14041758
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_TCTN	SPO.CZ_TCTN0_Cd_1022015	49.74895859	18.60972595	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	49.72677596	100	49.72677596	0.41558241
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_TBKR	SPO.CZ_TBKR0_Cd_150911	49.50260925	18.53856087	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	50	100	50	0.10544808
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_HHKT	SPO.CZ_HHKT0_Cd_921275	50.21853256	15.85700607	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	48.90710383	99.44444444	49.18032787	0.16631284
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_SKLS	SPO.CZ_SKLS0_Cd_346625	50.1674118	14.10604763	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	49.18032787	100	49.18032787	0.24963888
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_BBNI	SPO.CZ_BBNI0_Cd_780372	49.21321106	16.67802429	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	50	100	50	0.13206557
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_UDOK	SPO.CZ_UDOK0_Cd_1393540	50.45885468	14.1701622	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	49.72677596	100	49.72677596	0.09
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_SPRI	SPO.CZ_SPRI0_Cd_1396052	49.68494415	14.00774002	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	45.6284153	99.4047619	45.90163934	0.179
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_TSUD	SPO.CZ_TSUD0_Cd_1397661	50.02976608	18.07707405	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	16.12021858	100	16.12021858	0.19
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_SPRI	SPO.CZ_SPRI0_Cd_1396052	49.68494415	14.00774002	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	45.6284153	99.4047619	45.90163934	0.019
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_TCTN	SPO.CZ_TCTN0_Cd_1022015	49.74895859	18.60972595	Benzo(a)pyrene in PM10 (aerosol)	1 year hour max	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Not verified	0	0	0	0
Czech Republic	2016	0001-01-01T00:00:00Z	STA.CZ_JJIH	SPO.CZ_JJIH0_Cd_1006400	49.40159607	15.6102457	Benzo(a)pyrene in PM10 (aerosol)	1 year hour max	CZ.CHMI-Prague-Komorany.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Not verified	0	0	0	0
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEST092	SPO.DE_DEST092_PM10_BaP_dataGroup3	51.867471	12.59827	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.531564
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEHE036	SPO.DE_DEHE036_PM10_BaP_dataGroup3	50.123981	8.70025	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	33.33333333	100	33.33333333	0.28497743
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBB054	SPO.DE_DEBB054_PM10_BaP_dataGroup3	52.393932	13.037474	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.572565
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESN084	SPO.DE_DESN084_PM10_BaP_dataGroup3	51.026294	13.731608	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	32.5136612	100	32.5136612	9.33099999
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENI016	SPO.DE_DENI016_PM10_BaP_dataGroup3	51.90158	10.48132	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	98.63387978	100	98.63387978	0.23338
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESN051	SPO.DE_DESN051_PM10_BaP_dataGroup3	51.119514	13.675005	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	33.06010929	100	33.06010929	0.45181818
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENW338	SPO.DE_DENW338_PM10_BaP_dataGroup2	51.485492	6.735431	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	99.72677596	100	99.72677596	0
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENW131	SPO.DE_DENW131_PM10_BaP_dataGroup2	51.506217	6.746857	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	99.72677596	100	99.72677596	0
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBW147	SPO.DE_DEBW147_PM10_BaP_dataGroup3	48.48933	9.21079	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.490213
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESN006	SPO.DE_DESN006_PM10_BaP_dataGroup3	51.125	12.493056	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	33.33333333	100	33.33333333	0.47456557
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESN045	SPO.DE_DESN045_PM10_BaP_dataGroup3	50.892377	14.822846	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	33.33333333	100	33.33333333	0.014
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENW082	SPO.DE_DENW082_PM10_BaP_dataGroup2	51.21311	6.782565	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	96.44808743	100	96.44808743	0.09
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEMV020	SPO.DE_DEMV020_PM10_BaP_dataGroup3	54.092278	12.141994	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.272267
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEHE036	SPO.DE_DEHE036_PM10_BaP_dataGroup3	50.123981	8.70025	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	33.33333333	100	33.33333333	0.005
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DERP053	SPO.DE_DERP053_PM10_BaP_dataGroup3	49.351143	8.423005	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	48.08743169	100	48.08743169	0.05
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENW338	SPO.DE_DENW338_PM10_BaP_dataGroup2	51.485492	6.735431	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	99.72677596	100	99.72677596	0.26345205
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEHE020	SPO.DE_DEHE020_PM10_BaP_dataGroup3	50.567185	8.500619	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	32.78688525	100	32.78688525	3.07495364
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESH033	SPO.DE_DESH033_PM10_BaP_dataGroup3	54.309674	10.116563	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.17666
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENW021	SPO.DE_DENW021_PM10_BaP_dataGroup2	51.525963	6.976908	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	98.90710383	100	98.90710383	0.01
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESN011	SPO.DE_DESN011_PM10_BaP_dataGroup3	50.832461	12.917336	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	33.33333333	100	33.33333333	0.014
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBY063	SPO.DE_DEBY063_PM10_BaP_dataGroup3	49.015245	12.101557	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.239734
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBB045	SPO.DE_DEBB045_PM10_BaP_dataGroup3	52.337336	14.538595	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.890754
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEMV019	SPO.DE_DEMV019_PM10_BaP_dataGroup3	53.78175	12.175512	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.138196
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBW137	SPO.DE_DEBW137_PM10_BaP_dataGroup3	48.52639	8.97944	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	1.227794
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESN083	SPO.DE_DESN083_PM10_BaP_dataGroup3	50.84574	12.903367	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	24.59016393	100	24.59016393	0.014
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBW098	SPO.DE_DEBW098_PM10_BaP_dataGroup3	49.49256	8.47204	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.245756
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DETH072	SPO.DE_DETH072_PM10_BaP_dataGroup3	50.61153	10.693092	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	22.67759563	100	22.67759563	0.42121976
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEMV004	SPO.DE_DEMV004_PM10_BaP_dataGroup3	53.817775	12.064708	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.209781
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DERP047	SPO.DE_DERP047_PM10_BaP_dataGroup3	49.783942	6.690488	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	46.44808743	100	46.44808743	0.36005882
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESN017	SPO.DE_DESN017_PM10_BaP_dataGroup3	50.9163	13.346826	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	33.33333333	100	33.33333333	0.3367295
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENW021	SPO.DE_DENW021_PM10_BaP_dataGroup2	51.525963	6.976908	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	98.90710383	100	98.90710383	0.51
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBB060	SPO.DE_DEBB060_PM10_BaP_dataGroup3	52.832467	13.822211	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.842773
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEUB001	SPO.DE_DEUB001_PM10_BaP_dataGroup3	54.924967	8.308208	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.081308
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DESN020	SPO.DE_DESN020_PM10_BaP_dataGroup3	51.155801	14.973958	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	33.33333333	100	33.33333333	0.259
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBW122	SPO.DE_DEBW122_PM10_BaP_dataGroup3	47.9882	7.85992	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.411142
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBW080	SPO.DE_DEBW080_PM10_BaP_dataGroup3	49.00796	8.38719	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.290549
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENW008	SPO.DE_DENW008_PM10_BaP_dataGroup3	51.536911	7.457463	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.235218
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DENI070	SPO.DE_DENI070_PM10_BaP_dataGroup3	52.15369	10.45591	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	92.07650273	100	92.07650273	0.462665
Germany	2016	0001-01-01T00:00:00Z	STA.DE_DEBY089	SPO.DE_DEBY089_PM10_BaP_dataGroup3	48.173194	11.648036	Benzo(a)pyrene in PM10 (aerosol)	yearly mean weighted average	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.118483
Estonia	2016	0001-01-01T00:00:00Z	STA-EE0021A	SPO-EE0021A_05029_100	58.370556	26.734722	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	EE.EERC.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	15.57377049	15.57377049	100	4.04
Estonia	2016	0001-01-01T00:00:00Z	STA-EE0022A	SPO-EE0022A_05029_100	59.37615967	28.17916679	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	EE.EERC.AQ	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	16.39344262	16.39344262	100	0.16
Estonia	2016	0001-01-01T00:00:00Z	STA-EE0009R	SPO-EE0009R_05029_100	59.4944458	25.9305687	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	EE.EERC.AQ	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.66
Estonia	2016	0001-01-01T00:00:00Z	STA-EE0009R	SPO-EE0009R_05029_100	59.4944458	25.9305687	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	EE.EERC.AQ	ng.m-3	1/1/2016	1/1/2017	Valid	Verified	100	100	100	0.05
Spain	2016	0001-01-01T00:00:00Z	STA_ES1438A	SP_08019043_27_M	41.38534328	2.15382196	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	42.89617486	100	42.89617486	0.14560509
Spain	2016	0001-01-01T00:00:00Z	STA_ES1750A	SP_29067006_27_M	36.71964	-4.4475	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	15.84699454	100	15.84699454	0.16
Spain	2016	0001-01-01T00:00:00Z	STA_ES1750A	SP_29067006_27_M	36.71964	-4.4475	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	15.84699454	100	15.84699454	0.035
Spain	2016	0001-01-01T00:00:00Z	STA_ES1425A	SP_41091016_27_M	37.37525	-6.00558	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	15.84699454	100	15.84699454	0.068
Spain	2016	0001-01-01T00:00:00Z	STA_ES1272A	SP_33024025_27_M	43.529862	-5.673498	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	13.93442623	100	13.93442623	1.3131313
Spain	2016	0001-01-01T00:00:00Z	STA_ES0567A	SP_08019045_27_M	41.38490638	2.119573944	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	42.34972678	100	42.34972678	0.07774193
Spain	2016	0001-01-01T00:00:00Z	STA_ES1225A	SP_25120001_27_M	41.61579487	0.615725897	Benzo(a)pyrene in PM10 (aerosol)	1 year 50 %ile of daily values in a year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	14.20765027	100	14.20765027	0.14
Spain	2016	0001-01-01T00:00:00Z	STA_ES1258A	SP_21050001_27_M	37.28156	-6.83384	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	15.57377049	100	15.57377049	0.02943859
Spain	2016	0001-01-01T00:00:00Z	STA_ES1253A	SP_23010002_27_M	38.09293	-3.78392	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	15.84699454	100	15.84699454	0.37203448
Spain	2016	0001-01-01T00:00:00Z	STA_ES1754A	SP_43044003_27_M	40.64300475	0.288445976	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	14.20765027	100	14.20765027	0.14
Spain	2016	0001-01-01T00:00:00Z	STA_ES0333A	SP_48902009_27_M	43.30833333	-2.97361111	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	15.30054645	100	15.30054645	0.05
Spain	2016	0001-01-01T00:00:00Z	STA_ES1697A	SP_20069005_27_M	43.30944444	-2.01111111	Benzo(a)pyrene in PM10 (aerosol)	1 year day min	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	25.13661202	100	25.13661202	0.05
Spain	2016	0001-01-01T00:00:00Z	STA_ES1971A	SP_14068001_27_M	38.13793	-4.90397	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	15.84699454	100	15.84699454	0.046
Spain	2016	0001-01-01T00:00:00Z	STA_ES1396A	SP_08019042_27_M	41.3788028	2.133098078	Benzo(a)pyrene in PM10 (aerosol)	1 year day max	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	39.89071038	100	39.89071038	0.42
Spain	2016	0001-01-01T00:00:00Z	STA_ES1246A	SP_07026001_27_M	38.91382	1.41426	Benzo(a)pyrene in PM10 (aerosol)	Annual mean / 1 calendar year	ES.BDCA.AQD	ng.m-3	1/1/2016	1/1/2017	Not valid	Verified	1.09289617	100	1.09289617	0.06950694
